,Voltage,Omega,poles,Temperature,Current,powerFactor,Frequency,efficiency
1838,437.7,89.6,3,329,9.9,0.8,307.72,58.1
1839,415.1,82.1,3,330,12.2,0.6,307.72,53.28
1840,449.0,116.5,2,318,10.9,0.5,314.0,95.69
1841,422.6,92.1,3,321,12.1,0.5,314.0,85.29
1842,401.7,88.4,2,320,7.9,0.6,307.72,68.05
1843,417.4,84.0,3,320,10.1,0.6,314.0,72.75
1844,461.8,94.1,2,334,9.0,0.7,307.72,59.01
1845,455.2,116.7,3,326,10.9,0.8,314.0,89.24
1846,413.1,93.2,3,327,11.1,0.5,307.72,90.0
1847,418.0,118.4,2,329,11.8,0.5,307.72,76.8
1848,451.9,103.5,2,320,9.5,0.5,314.0,88.71
1849,411.5,117.3,2,316,9.7,0.5,314.0,94.07
1850,472.4,111.2,2,319,10.6,0.5,314.0,87.92
1851,479.8,82.1,3,320,9.2,0.8,307.72,64.72
1852,452.1,115.8,2,324,9.6,0.6,314.0,87.92
1853,455.3,107.2,3,317,12.5,0.6,314.0,85.34
1854,475.0,83.8,2,328,7.7,0.5,307.72,84.46
1855,408.7,88.5,3,321,11.9,0.8,314.0,51.24
1856,467.3,81.7,2,326,8.9,0.6,307.72,57.22
1857,440.1,116.8,2,321,8.3,0.8,314.0,77.38
1858,431.7,118.7,2,324,12.2,0.5,307.72,86.3
1859,472.4,82.9,3,318,11.9,0.5,307.72,86.86
1860,472.4,87.8,3,316,11.4,0.8,314.0,56.26
1861,463.1,96.1,2,323,7.5,0.7,307.72,78.41
1862,405.3,85.8,2,316,7.3,0.5,314.0,80.27
1863,428.6,98.3,2,331,7.8,0.7,314.0,68.85
1864,476.7,92.7,3,321,12.0,0.8,314.0,54.32
1865,472.3,93.9,3,315,8.3,0.8,307.72,86.25
1866,414.8,98.5,3,329,11.3,0.8,314.0,53.37
1867,471.7,83.6,2,319,8.7,0.6,307.72,63.4
1868,479.9,117.8,2,326,12.8,0.6,314.0,68.05
1869,413.8,94.6,3,330,11.2,0.7,307.72,67.9
1870,414.8,84.0,3,327,10.5,0.6,307.72,64.04
1871,407.9,117.7,2,316,12.6,0.6,307.72,65.46
1872,403.4,115.7,3,333,12.6,0.8,314.0,64.11
1873,452.1,89.5,2,330,12.0,0.5,307.72,58.19
1874,469.1,101.1,3,323,12.9,0.8,307.72,58.97
1875,422.8,115.1,2,326,10.0,0.8,307.72,59.12
1876,437.2,114.4,2,332,8.4,0.6,307.72,87.77
1877,402.0,102.2,2,324,7.8,0.8,307.72,57.33
1878,479.6,108.9,2,329,11.4,0.5,307.72,84.05
1879,406.4,98.6,2,322,7.1,0.6,314.0,84.37
1880,461.3,119.5,3,332,11.6,0.8,307.72,88.55
1881,428.4,87.7,2,330,10.0,0.6,307.72,51.75
1882,425.0,108.9,3,322,11.0,0.7,314.0,81.91
1883,448.9,91.2,2,320,8.1,0.8,307.72,58.71
1884,438.0,88.3,2,319,8.3,0.5,314.0,75.66
1885,467.9,94.8,3,334,10.6,0.7,307.72,78.65
1886,408.5,115.8,2,319,7.4,0.8,314.0,70.83
1887,462.5,81.1,2,332,8.0,0.5,314.0,75.76
1888,409.8,94.3,3,331,10.9,0.5,314.0,90.75
1889,452.3,90.4,2,318,7.3,0.7,314.0,64.52
1890,406.8,105.7,2,330,9.4,0.6,314.0,68.55
1891,466.0,115.2,2,321,10.7,0.8,314.0,62.97
1892,423.0,94.7,3,327,11.0,0.6,307.72,77.42
1893,413.5,113.4,2,315,7.2,0.7,314.0,87.34
1894,442.1,101.2,2,320,7.4,0.6,314.0,90.79
1895,414.5,111.3,2,326,10.2,0.7,307.72,57.54
1896,427.8,113.3,2,328,7.7,0.8,314.0,71.72
1897,412.6,112.5,2,328,10.6,0.7,307.72,55.62
1898,457.1,102.4,2,315,9.3,0.5,314.0,93.61
1899,465.8,101.3,2,328,9.7,0.7,307.72,59.58
1900,435.6,103.3,2,329,11.2,0.7,307.72,53.2
1901,428.1,98.3,2,329,8.1,0.7,314.0,62.75
1902,466.7,105.4,2,327,9.8,0.7,307.72,60.03
1903,474.8,111.5,2,325,12.7,0.5,314.0,71.01
1904,423.3,106.6,2,331,8.2,0.7,314.0,68.71
1905,408.4,115.0,2,329,8.8,0.8,314.0,61.14
1906,415.8,84.7,3,330,9.7,0.8,307.72,57.5
1907,445.7,112.3,2,323,8.4,0.8,314.0,65.6
1908,433.3,113.6,2,330,7.3,0.8,307.72,80.94
1909,429.0,102.9,3,329,9.1,0.7,314.0,92.8
1910,459.7,108.1,3,328,11.9,0.6,314.0,88.75
1911,427.2,84.2,3,331,8.4,0.8,314.0,67.33
1912,433.4,83.5,2,315,12.0,0.5,314.0,50.84
1913,454.0,116.5,3,320,9.8,0.8,314.0,98.07
1914,462.0,98.4,3,319,9.5,0.6,314.0,99.37
1915,454.0,98.9,2,315,8.2,0.5,307.72,94.89
1916,453.6,105.4,2,319,7.0,0.8,307.72,81.37
1917,474.4,112.0,2,325,11.0,0.8,314.0,53.18
1918,435.7,96.4,3,325,12.0,0.7,307.72,60.52
1919,435.5,89.7,3,328,12.9,0.5,314.0,70.09
1920,443.5,87.7,3,320,11.2,0.8,307.72,54.49
1921,477.5,91.8,2,332,9.1,0.7,314.0,52.97
1922,456.3,100.3,3,327,10.8,0.6,314.0,85.96
1923,409.1,95.5,3,316,12.3,0.8,307.72,52.29
1924,457.9,83.3,2,329,7.9,0.6,314.0,61.61
1925,466.9,80.0,3,334,8.3,0.6,307.72,91.75
1926,411.5,106.0,3,323,11.7,0.6,307.72,88.83
1927,470.2,104.1,2,324,11.3,0.5,307.72,74.79
1928,436.2,98.8,3,329,8.6,0.8,307.72,79.02
1929,453.8,103.3,3,325,11.2,0.6,314.0,95.68
1930,403.0,103.9,2,323,12.9,0.5,307.72,57.16
1931,444.7,119.4,2,320,10.1,0.8,307.72,61.43
1932,442.1,91.5,3,329,11.6,0.5,307.72,86.24
1933,466.7,81.5,3,329,10.3,0.5,314.0,83.9
1934,449.6,87.3,3,328,12.7,0.5,314.0,73.81
1935,445.6,112.3,3,318,10.2,0.7,314.0,94.34
1936,400.4,85.4,2,316,8.7,0.5,307.72,69.13
1937,417.0,108.5,2,323,8.5,0.5,314.0,94.23
1938,464.2,113.9,2,333,12.5,0.5,307.72,76.64
1939,421.5,86.4,2,319,11.9,0.5,314.0,53.58
1940,475.8,109.9,2,334,8.9,0.7,314.0,69.87
1941,430.4,99.6,3,317,11.2,0.8,314.0,66.36
1942,405.3,104.2,3,329,10.3,0.8,314.0,64.83
1943,430.5,88.6,2,323,8.8,0.5,314.0,66.44
1944,450.3,119.2,2,330,8.0,0.7,307.72,95.44
1945,460.6,95.8,3,324,12.1,0.5,314.0,96.85
1946,445.4,91.5,2,322,8.4,0.5,314.0,79.26
1947,406.5,80.9,2,323,7.9,0.6,307.72,60.82
1948,422.9,89.0,3,328,11.0,0.7,314.0,58.61
1949,446.5,109.6,3,330,11.0,0.8,307.72,72.55
1950,400.2,84.7,2,321,7.6,0.6,314.0,63.6
1951,435.7,113.8,3,328,12.6,0.7,314.0,74.05
1952,430.1,81.7,3,316,11.9,0.7,314.0,52.72
1953,462.8,108.6,2,318,11.7,0.7,314.0,55.37
1954,470.5,104.4,2,322,8.1,0.7,307.72,81.39
1955,461.9,86.0,2,323,7.7,0.7,307.72,59.74
1956,436.5,91.7,3,315,11.7,0.6,307.72,71.41
1957,455.0,111.2,2,318,11.2,0.8,307.72,53.22
1958,474.4,92.0,3,333,11.1,0.5,314.0,97.74
1959,472.2,105.9,2,322,11.5,0.7,307.72,61.35
1960,469.1,111.5,2,325,8.7,0.6,307.72,93.27
1961,459.3,102.5,3,329,10.6,0.6,314.0,93.74
1962,420.8,102.3,3,324,9.2,0.8,307.72,77.09
1963,469.7,113.2,2,328,7.0,0.8,314.0,85.5
1964,448.4,110.7,3,315,11.2,0.7,314.0,88.98
1965,403.3,85.0,3,325,7.2,0.6,314.0,94.96
1966,436.9,81.5,3,329,12.5,0.7,307.72,51.21
1967,466.6,92.2,2,333,8.1,0.7,314.0,62.64
1968,406.4,117.4,2,319,11.5,0.8,307.72,51.25
1969,415.7,94.5,3,316,7.9,0.8,307.72,78.03
1970,417.3,106.9,2,334,8.7,0.5,314.0,83.95
1971,451.3,98.9,3,332,9.2,0.8,307.72,74.73
1972,419.0,119.3,2,322,10.4,0.8,314.0,61.5
1973,408.2,105.9,3,323,10.8,0.6,314.0,92.32
1974,448.0,84.0,3,319,12.7,0.7,314.0,52.93
1975,441.1,89.2,3,332,11.5,0.6,307.72,66.74
1976,477.1,91.4,3,324,9.7,0.6,307.72,93.21
1977,476.1,93.7,3,324,11.6,0.6,314.0,78.82
1978,447.3,117.3,2,328,8.7,0.8,307.72,76.42
1979,479.2,115.5,2,333,10.7,0.5,307.72,95.97
1980,471.4,101.4,2,332,11.0,0.5,307.72,79.13
1981,415.6,115.3,3,334,12.8,0.7,307.72,75.89
1982,402.1,83.6,3,321,10.6,0.7,314.0,55.13
1983,438.3,93.7,2,333,10.0,0.6,307.72,55.63
1984,411.5,112.4,2,330,12.0,0.5,314.0,73.52
1985,414.4,86.9,3,319,11.6,0.6,314.0,64.28
1986,432.2,107.1,3,333,10.5,0.8,314.0,66.98
1987,419.9,87.0,3,319,8.4,0.7,307.72,77.41
1988,412.8,94.6,3,322,8.1,0.7,314.0,90.74
1989,476.5,105.2,2,334,11.6,0.5,307.72,77.66
1990,461.9,103.8,2,326,10.8,0.6,307.72,63.78
1991,460.3,118.0,2,323,8.5,0.8,307.72,78.21
1992,448.0,114.4,2,334,11.9,0.5,307.72,80.04
1993,463.8,114.0,2,318,11.5,0.8,307.72,51.98
1994,447.5,87.0,3,315,8.5,0.6,307.72,95.82
1995,445.0,91.6,3,331,10.6,0.8,307.72,63.48
1996,418.3,119.1,2,317,8.9,0.7,314.0,79.66
1997,413.2,102.8,2,322,7.5,0.7,307.72,70.57
1998,436.4,106.3,2,331,8.7,0.5,307.72,93.97
1999,463.1,84.8,3,320,7.7,0.8,314.0,81.23
2000,403.2,103.4,2,327,8.9,0.6,314.0,71.02
2001,446.7,105.6,3,332,10.6,0.7,314.0,83.7
2002,400.8,94.4,2,315,12.0,0.5,314.0,58.7
2003,463.6,109.8,3,334,12.0,0.6,314.0,88.29
2004,405.5,85.8,3,333,8.1,0.5,314.0,99.74
2005,449.7,93.5,2,321,7.8,0.8,314.0,57.12
2006,444.7,108.3,3,326,9.8,0.8,307.72,84.04
2007,461.9,114.4,3,331,11.5,0.7,307.72,89.32
2008,444.8,103.3,3,315,12.9,0.6,307.72,79.97
2009,407.0,91.0,2,330,7.1,0.7,314.0,57.76
2010,436.7,87.7,2,334,7.0,0.6,314.0,70.39
2011,411.5,89.6,3,329,9.6,0.5,314.0,88.64
2012,414.2,99.0,3,321,9.1,0.8,307.72,77.66
2013,450.9,105.1,2,317,12.3,0.6,314.0,53.18
2014,452.6,85.7,3,315,10.5,0.6,307.72,77.23
2015,479.5,92.7,3,325,12.4,0.8,314.0,53.07
2016,425.3,114.3,2,316,11.0,0.7,307.72,59.97
2017,438.7,92.1,3,317,9.7,0.6,307.72,88.41
2018,454.1,87.1,2,334,12.1,0.5,307.72,53.23
2019,403.5,96.1,2,331,10.5,0.5,314.0,64.44
2020,404.0,99.8,2,322,10.0,0.6,307.72,59.22
2021,442.8,86.3,2,322,10.1,0.5,307.72,63.68
2022,438.3,118.9,2,328,8.0,0.8,307.72,73.89
2023,413.3,83.5,3,321,9.6,0.6,307.72,70.92
2024,407.2,80.4,3,315,8.2,0.6,314.0,77.39
2025,455.9,92.2,2,321,8.3,0.6,314.0,67.13
2026,461.7,108.0,3,334,12.9,0.8,314.0,59.2
2027,416.1,118.0,3,334,12.7,0.7,307.72,80.44
2028,434.9,109.8,3,322,10.6,0.8,314.0,75.08
2029,456.9,102.2,3,319,8.5,0.8,307.72,98.27
2030,448.8,81.3,2,326,7.3,0.7,307.72,54.04
2031,427.2,96.1,3,328,8.9,0.8,314.0,68.61
2032,464.4,113.7,2,331,11.6,0.8,307.72,52.16
2033,459.9,82.6,3,334,11.5,0.5,307.72,78.08
2034,447.3,102.6,2,330,12.3,0.6,307.72,52.12
2035,479.6,101.4,3,324,12.9,0.7,314.0,72.37
2036,464.4,102.6,2,325,11.8,0.6,307.72,55.57
2037,461.0,106.3,3,327,10.9,0.6,314.0,99.29
2038,443.4,94.7,3,324,7.7,0.8,307.72,84.89
2039,462.4,82.8,2,320,11.8,0.5,307.72,54.1
2040,455.9,113.9,3,315,10.0,0.8,307.72,98.68
2041,433.0,93.6,3,322,12.3,0.5,314.0,78.57
2042,449.9,116.4,2,317,11.6,0.8,307.72,56.83
2043,472.5,108.7,2,329,11.4,0.5,307.72,83.57
2044,408.0,89.9,2,321,7.1,0.6,314.0,75.81
2045,420.9,119.2,3,330,11.9,0.8,314.0,68.78
2046,453.5,105.1,2,333,9.9,0.8,307.72,52.52
2047,420.5,113.4,2,318,9.2,0.8,307.72,57.91
2048,457.9,93.9,3,330,9.0,0.7,307.72,83.05
2049,448.2,92.3,2,331,7.6,0.5,314.0,86.01
2050,446.2,80.7,3,320,12.9,0.7,307.72,53.4
2051,420.9,87.2,3,316,7.5,0.6,314.0,97.42
2052,455.8,109.0,3,326,10.8,0.8,307.72,78.89
2053,449.5,113.2,2,327,10.1,0.7,314.0,66.77
2054,407.5,88.0,2,330,8.6,0.7,314.0,50.92
2055,435.6,117.3,3,321,10.8,0.8,307.72,86.08
2056,444.4,99.8,2,325,11.1,0.6,307.72,62.13
2057,446.1,91.7,2,331,9.5,0.5,307.72,75.27
2058,409.8,81.9,3,316,10.8,0.5,307.72,82.39
2059,436.5,80.3,2,326,8.4,0.6,307.72,52.28
2060,432.0,87.0,2,326,7.5,0.6,307.72,67.64
2061,438.5,87.4,3,330,9.2,0.8,314.0,65.67
2062,426.2,88.8,2,330,12.2,0.5,314.0,50.09
2063,409.6,115.8,3,331,12.5,0.8,314.0,65.07
2064,467.5,85.8,3,323,7.6,0.7,307.72,93.67
2065,421.7,118.3,2,319,12.6,0.8,314.0,50.57
2066,468.9,89.3,3,334,9.7,0.8,307.72,64.57
2067,464.4,95.2,3,315,12.7,0.5,307.72,94.6
2068,440.8,115.1,2,325,8.2,0.8,314.0,67.79
2069,454.1,104.4,2,328,12.7,0.6,307.72,59.98
2070,422.2,93.9,2,329,7.9,0.5,307.72,87.6
2071,466.5,84.8,2,324,11.8,0.5,314.0,58.17
2072,450.7,101.4,2,315,10.6,0.7,307.72,55.86
2073,464.1,87.4,2,329,10.0,0.5,307.72,63.15
2074,456.8,84.2,3,315,11.2,0.5,307.72,85.79
2075,441.9,101.0,2,325,9.6,0.5,314.0,79.59
2076,479.5,84.2,2,324,11.0,0.5,314.0,63.16
2077,460.6,91.3,2,318,8.0,0.7,314.0,59.62
2078,431.0,114.8,2,332,9.0,0.6,307.72,83.83
2079,475.6,110.3,3,332,9.1,0.8,314.0,93.9
2080,423.8,89.6,2,329,7.0,0.5,307.72,86.71
2081,445.5,107.2,3,325,11.4,0.6,307.72,92.42
2082,403.6,110.1,3,326,11.9,0.8,314.0,60.2
2083,472.6,89.9,3,323,9.9,0.7,307.72,76.43
2084,424.5,81.0,3,319,11.0,0.5,314.0,79.7
2085,470.8,94.6,2,334,7.8,0.8,307.72,56.16
2086,455.3,108.7,2,319,12.0,0.6,314.0,60.97
2087,458.4,100.4,2,325,12.1,0.5,314.0,63.75
2088,441.1,88.4,3,331,11.2,0.5,314.0,86.92
2089,426.9,85.0,3,315,7.1,0.7,314.0,93.09
2090,429.2,108.0,3,329,12.0,0.8,314.0,65.12
2091,442.1,111.5,2,316,9.1,0.8,307.72,60.52
2092,474.6,85.1,3,317,11.0,0.7,307.72,69.89
2093,462.7,91.3,3,328,10.0,0.8,314.0,68.06
2094,427.4,92.0,2,322,7.2,0.7,314.0,60.48
2095,423.8,119.0,3,332,11.9,0.8,314.0,74.64
2096,467.0,99.3,3,322,10.7,0.7,314.0,82.6
2097,425.9,108.6,3,331,9.4,0.7,314.0,96.05
2098,479.8,92.7,3,328,11.8,0.7,307.72,70.71
2099,440.4,112.6,2,319,8.4,0.8,307.72,69.13
2100,418.7,111.2,3,316,11.7,0.8,314.0,64.86
2101,473.3,89.4,2,333,10.7,0.5,307.72,67.27
2102,451.6,106.2,2,318,11.8,0.6,314.0,60.51
2103,437.8,94.6,3,332,9.9,0.7,307.72,79.02
2104,466.8,88.6,3,325,10.7,0.7,314.0,65.84
2105,408.5,105.9,2,322,10.2,0.6,314.0,66.29
2106,466.0,115.6,2,332,7.8,0.8,307.72,83.21
2107,435.2,107.2,3,325,12.0,0.8,307.72,66.11
2108,440.6,93.1,3,330,7.1,0.8,314.0,88.16
2109,439.1,91.0,3,325,11.9,0.5,314.0,85.4
2110,420.7,90.4,3,318,10.4,0.7,314.0,63.12
2111,459.9,99.3,3,330,9.7,0.8,307.72,77.01
2112,473.1,98.9,2,318,10.5,0.5,314.0,80.18
2113,446.5,82.4,3,325,9.8,0.8,307.72,52.68
2114,447.9,105.5,2,320,11.3,0.5,307.72,73.55
2115,427.3,84.0,2,328,7.9,0.7,314.0,50.62
2116,460.3,96.2,3,321,11.9,0.7,307.72,71.46
2117,438.7,105.2,3,328,11.1,0.7,307.72,81.48
2118,460.5,93.6,3,316,12.4,0.7,307.72,66.05
2119,432.0,91.6,2,319,10.1,0.6,314.0,56.22
2120,429.5,91.2,2,315,8.3,0.8,314.0,50.43
2121,475.3,87.5,3,331,12.7,0.5,307.72,78.86
2122,441.1,99.9,2,322,9.3,0.8,307.72,53.11
2123,452.8,85.3,3,333,10.6,0.8,314.0,53.83
2124,448.6,115.4,2,325,7.9,0.8,307.72,73.63
2125,404.4,111.8,3,328,10.4,0.6,307.72,97.47
2126,440.0,87.8,3,317,9.5,0.6,314.0,87.07
2127,410.4,94.2,2,330,7.5,0.6,314.0,68.06
2128,428.8,104.9,2,315,8.1,0.8,314.0,66.23
2129,470.2,100.4,2,321,8.8,0.8,314.0,53.68
2130,400.2,81.4,2,334,7.9,0.6,307.72,52.55
2131,451.7,96.8,2,315,9.2,0.6,314.0,71.47
2132,454.9,114.7,2,324,7.8,0.7,314.0,85.79
2133,447.9,86.4,3,319,8.3,0.6,307.72,94.06
2134,403.1,111.5,2,333,10.0,0.6,307.72,71.79
2135,458.7,97.6,2,321,11.6,0.6,307.72,61.22
2136,461.1,106.7,3,320,10.2,0.8,314.0,77.8
2137,441.3,98.2,3,326,9.5,0.7,307.72,84.87
2138,422.8,112.2,2,316,12.1,0.6,307.72,61.45
2139,442.9,117.6,2,320,7.3,0.8,314.0,84.15
2140,430.1,115.0,2,321,12.1,0.8,314.0,50.99
2141,455.0,109.5,2,315,11.3,0.7,307.72,64.53
2142,452.3,109.1,2,333,8.2,0.8,307.72,70.24
2143,406.1,106.9,3,326,7.5,0.8,314.0,92.45
2144,463.1,103.9,2,321,11.3,0.6,307.72,63.08
2145,422.6,96.2,3,327,11.6,0.8,307.72,57.0
2146,443.5,106.3,3,325,12.5,0.7,307.72,76.08
2147,478.8,82.6,2,322,7.7,0.7,307.72,64.73
2148,475.7,82.1,3,322,8.2,0.6,314.0,97.67
2149,445.7,102.9,2,334,10.3,0.6,307.72,61.09
2150,421.0,107.5,2,318,7.9,0.6,307.72,88.98
2151,401.2,91.6,3,315,12.1,0.8,314.0,51.77
2152,461.9,113.9,2,317,10.4,0.6,307.72,79.33
2153,452.9,94.4,2,326,11.1,0.5,314.0,64.56
2154,417.4,94.1,3,330,11.8,0.5,307.72,86.99
2155,444.0,95.7,2,319,10.0,0.8,307.72,51.12
2156,445.6,91.1,3,318,9.2,0.8,307.72,76.06
2157,439.8,83.2,2,334,10.3,0.5,314.0,53.3
2158,403.4,115.4,2,316,7.8,0.6,314.0,93.1
2159,454.1,116.6,2,318,9.6,0.7,307.72,74.79
2160,459.5,88.4,2,326,7.7,0.8,314.0,53.8
2161,453.4,90.4,3,323,10.9,0.6,314.0,75.1
2162,479.1,109.9,2,316,7.1,0.7,314.0,98.56
2163,413.7,102.6,2,320,11.2,0.5,314.0,69.23
2164,409.4,105.0,3,316,9.7,0.7,307.72,85.95
2165,444.7,102.1,3,315,12.2,0.7,307.72,75.88
2166,474.9,108.8,3,325,11.9,0.7,314.0,79.71
2167,423.7,103.7,2,327,7.5,0.7,314.0,73.02
2168,471.8,102.8,2,332,7.2,0.8,314.0,76.05
2169,445.2,109.2,2,328,10.1,0.7,307.72,62.36
2170,418.8,118.8,2,322,7.1,0.8,307.72,88.4
2171,410.2,103.3,3,327,10.7,0.8,314.0,66.66
2172,462.2,107.9,2,332,11.7,0.5,314.0,76.75
2173,444.8,81.0,3,326,12.5,0.5,314.0,70.3
2174,415.4,104.1,2,320,10.1,0.7,314.0,54.64
2175,465.7,105.1,2,331,7.0,0.8,314.0,73.84
2176,419.5,117.4,2,326,11.1,0.5,307.72,85.81
2177,461.2,85.8,3,331,10.2,0.8,314.0,53.78
2178,459.1,94.8,2,331,10.8,0.5,314.0,68.65
2179,457.9,84.0,3,319,9.9,0.6,307.72,81.66
2180,437.6,100.2,2,328,8.2,0.7,307.72,68.34
2181,412.4,94.6,3,325,10.9,0.6,307.72,80.51
2182,401.9,104.9,3,332,12.2,0.6,314.0,70.67
2183,416.3,91.5,3,324,10.2,0.6,307.72,82.96
2184,429.5,106.7,2,328,9.5,0.7,307.72,57.71
2185,450.5,103.3,3,322,9.6,0.8,307.72,78.85
2186,423.2,91.4,2,329,11.6,0.5,314.0,56.64
2187,433.7,94.4,2,326,8.0,0.8,314.0,52.61
2188,436.1,104.7,2,330,10.7,0.6,307.72,63.69
2189,461.8,93.2,2,315,8.8,0.7,307.72,59.04
2190,458.4,113.0,2,318,8.4,0.6,314.0,93.48
2191,420.7,99.9,3,323,11.3,0.7,314.0,64.15
2192,417.4,101.1,3,334,12.5,0.8,307.72,53.03
2193,468.5,81.4,2,320,11.3,0.5,307.72,59.92
2194,477.0,97.5,2,334,10.0,0.5,314.0,81.18
2195,450.1,83.5,2,332,7.1,0.6,307.72,74.11
2196,441.0,106.8,2,320,10.9,0.5,307.72,81.65
2197,430.6,101.1,3,325,9.6,0.8,307.72,71.97
2198,455.2,83.2,3,321,12.3,0.5,307.72,75.9
2199,473.6,100.7,2,323,7.6,0.7,314.0,81.07
2200,411.4,90.6,3,322,11.7,0.6,314.0,64.43
2201,454.6,101.6,2,327,12.0,0.6,307.72,61.1
2202,467.7,83.9,3,316,8.3,0.7,307.72,86.94
2203,432.3,82.4,2,330,10.5,0.5,307.72,57.75
2204,466.9,106.9,2,319,8.1,0.6,314.0,92.27
2205,420.6,83.0,3,315,10.8,0.8,314.0,51.98
2206,435.2,100.3,2,321,12.2,0.5,307.72,63.48
2207,419.0,118.2,2,320,12.1,0.7,314.0,54.99
2208,425.5,96.0,2,328,9.3,0.6,314.0,61.43
2209,448.5,97.2,2,324,8.7,0.6,314.0,66.34
2210,452.7,95.1,2,329,12.7,0.6,307.72,50.46
2211,408.9,106.8,2,318,10.2,0.7,307.72,58.44
2212,441.9,93.3,3,324,12.3,0.7,307.72,64.03
2213,429.1,113.2,3,318,8.9,0.8,314.0,94.16
2214,479.6,80.9,3,324,10.7,0.8,314.0,51.01
2215,416.4,111.8,3,317,9.6,0.8,307.72,86.84
2216,430.8,101.0,2,334,7.7,0.7,307.72,70.15
2217,470.1,94.9,3,325,11.2,0.8,314.0,66.93
2218,457.7,109.6,2,322,9.8,0.6,314.0,76.77
2219,441.6,108.2,3,315,12.4,0.7,307.72,78.83
2220,410.8,103.9,3,317,12.5,0.8,307.72,62.45
2221,402.7,87.4,2,333,8.3,0.5,314.0,65.44
2222,473.5,101.2,2,323,9.0,0.8,314.0,53.1
2223,425.1,105.1,2,317,8.6,0.6,307.72,83.88
2224,443.2,97.5,2,326,7.6,0.6,307.72,78.97
2225,404.8,87.1,2,320,8.6,0.6,307.72,55.07
2226,411.2,81.5,2,327,7.4,0.5,307.72,76.47
2227,410.4,80.1,3,315,12.2,0.5,307.72,70.64
2228,465.2,104.5,2,322,8.3,0.5,314.0,99.19
2229,449.0,98.2,3,334,12.6,0.5,307.72,92.01
2230,468.6,105.1,2,329,7.7,0.7,314.0,80.77
2231,427.5,89.2,3,315,10.8,0.8,307.72,55.71
2232,468.7,116.2,2,325,12.9,0.6,307.72,64.83
2233,418.0,98.5,2,321,11.6,0.6,307.72,51.85
2234,438.0,113.7,2,319,12.0,0.6,307.72,63.05
2235,407.1,95.0,2,331,10.6,0.6,314.0,51.33
2236,416.4,113.2,2,324,10.8,0.8,307.72,55.94
2237,472.0,108.2,2,330,9.7,0.6,307.72,77.96
2238,438.6,112.5,2,318,7.1,0.7,307.72,93.95
2239,425.8,85.5,3,325,11.2,0.6,307.72,65.51
2240,457.0,85.1,3,318,9.7,0.7,314.0,71.82
2241,453.4,114.3,3,333,12.4,0.6,307.72,99.33
2242,430.1,88.5,3,323,10.1,0.8,307.72,58.88
2243,422.4,101.0,3,332,9.8,0.7,307.72,77.55
2244,453.1,107.1,3,320,11.2,0.8,307.72,72.93
2245,468.3,91.5,2,317,11.5,0.5,307.72,64.23
2246,418.8,109.2,2,323,9.9,0.6,314.0,65.83
2247,465.5,106.9,2,324,8.6,0.8,314.0,66.67
2248,470.8,94.8,2,329,9.4,0.5,314.0,75.01
2249,415.1,82.2,2,333,7.6,0.6,307.72,58.78
2250,444.2,90.0,3,320,10.7,0.5,314.0,96.82
2251,428.2,94.7,2,317,9.2,0.5,314.0,79.08
2252,471.2,118.5,3,322,10.7,0.8,314.0,96.26
2253,403.7,116.6,2,326,12.4,0.6,307.72,60.93
2254,432.5,110.4,2,319,11.9,0.7,307.72,53.64
2255,467.1,112.8,2,319,8.2,0.7,307.72,85.58
2256,431.1,108.4,2,330,12.9,0.6,314.0,52.39
2257,452.1,85.6,2,331,7.1,0.6,307.72,74.14
2258,462.7,109.3,2,326,11.4,0.8,314.0,53.86
2259,466.2,87.8,3,330,8.3,0.7,314.0,82.94
2260,463.8,90.9,2,324,12.4,0.5,307.72,54.08
2261,446.1,107.9,3,322,9.4,0.8,314.0,83.8
2262,412.8,94.5,3,322,8.8,0.8,314.0,65.56
2263,418.5,94.3,3,327,8.3,0.7,314.0,84.09
2264,471.0,95.2,2,328,10.6,0.6,314.0,56.94
2265,400.1,108.0,2,319,8.6,0.7,307.72,62.6
2266,447.2,96.9,2,328,9.0,0.7,307.72,55.68
2267,422.6,88.5,2,323,9.7,0.6,314.0,53.94
2268,472.2,85.4,3,333,11.0,0.6,307.72,75.28
2269,421.9,93.8,3,332,7.4,0.8,314.0,86.3
2270,447.7,84.2,2,323,9.3,0.6,314.0,50.61
2271,465.4,99.7,3,321,12.3,0.6,314.0,77.26
2272,444.9,91.8,2,316,11.2,0.5,314.0,59.32
2273,450.1,80.5,3,322,9.8,0.8,307.72,52.85
2274,475.2,99.3,2,321,10.0,0.5,314.0,80.16
2275,448.8,86.3,2,318,7.5,0.5,307.72,89.01
2276,404.6,103.7,3,317,10.9,0.8,314.0,66.96
2277,410.3,85.7,2,327,7.8,0.6,307.72,61.09
2278,467.2,114.3,2,321,7.4,0.8,314.0,85.43
2279,447.1,108.5,2,330,11.6,0.7,307.72,55.52
2280,414.3,102.4,2,333,9.4,0.7,314.0,54.9
2281,429.1,110.6,3,326,12.7,0.6,307.72,84.23
2282,432.4,96.0,3,325,9.4,0.7,314.0,76.14
2283,426.0,83.6,3,318,10.2,0.7,314.0,61.27
2284,452.4,104.1,2,321,9.0,0.5,314.0,94.2
2285,469.4,94.8,3,334,12.1,0.7,314.0,62.58
2286,452.3,85.1,2,324,7.1,0.5,314.0,85.72
2287,424.2,94.3,3,333,12.9,0.6,314.0,59.58
